Review Text,vSp edited content,AI Content,Prompt,Review Rating,review_id,vSp Rating,Time Stamp,Date
"I was out working and saw a sign that advertised a ""Thanksgiving burger."" I decided I'd like to stop by later on my way home and give it a try.  So I stopped in a few hours later and asked about the advertised burger. A burger with a deep fried turkey and stuffing patty, Swiss cheese, and cranberry aoli. I have to admit I was a little skeptical about the cranberry aoili, but I gave it a try. It's delicious and absolutely worth it. It tasted like Thanksgiving crammed into a burger. I love weird and new taste experiences, and this hit the spot. My only gripe is that they only accept cash tips. I don't usually carry cash and really wanted to tip the employee who came out to take my order.
I won't say it's the best burger I ever had, but it was weird and wonderfully delicious, which I love. I plan to stop in at every opportunity, and next time, I will make sure to have some cash for the waitstaff that deserves it.","We're pleased you loved our Thanksgiving burger, Patrick! We take pride in providing innovative taste experiences. Your feedback on cash tips is appreciated and we're continually aiming to improve. Looking forward to your next visit soon.","We're thrilled you loved our Thanksgiving burger, Patrick! We take pride in providing innovative taste experiences. Your feedback on cash tips is appreciated and we're continually striving to improve. We're excited to serve you again soon, and yes, remember cash for our deserving waitstaff. Keep in mind, we offer gluten-free options and online ordering. Join us between 10-8 for an exceptional dining experience.",,5,AbFvOqlDPwzM5U8rxrmV7x5l8QMRGTIh3SpGxna8fBQnNvd7NzXDYylayb1Or0csibZDEY9YVHnc6Q,4,"Nov 10, 2024, 12:00:35 PM",Nov 10 2024
We hosted an event for educational front-line workers recently and it was a complete hit! We loved their facility and their food as well!,"We're thrilled to know your event was successful! Our team is proud to offer a fun and versatile venue, so it's great to hear our facilities and food met your needs. Looking forward to seeing you again soon.","We're thrilled to know your event, Teachers Support Teachers, was successful! Our team is proud to offer a fun and versatile venue, so it's great to hear our facilities and food met your needs. Besides being a bowling alley, we also feature a two-level laser tag arena and tasty food such as burgers. We eagerly anticipate hosting your next event!",,,1310727416978324,4,"Nov 10, 2024, 12:00:29 PM",Nov 10 2024
Good Pizza 🍕  !! Love the different crusts.,,"We're thrilled you enjoyed our pizza and crust variety, David! Our unique house dressing further enhances our dishes. Looking forward to serving you again soon!","Here is the <Google> Review <Good Pizza 🍕  !! Love the different crusts.> with a <5> star rating from <David Oropeza>.  Provide a reply to the review and rating received for the company <Pizza Inn - Jesup> in a <Exciting, casual> and calm tone using <we/our/us> point of View while replying.Take care of these Guidelines while drafting the response - <Do not post about the Operation Gratitude partnership until April ,Always mention that they sell their house dressing>",5,AbFvOql9Q9EPiJ6NYKY3kru-n05t1tgX1CEZPb3OWg1d9CYiz6n98xUcrHOOEMUsX0z018I8vbfy9g,4,"Nov 10, 2024, 12:00:18 PM",Nov 10 2024
,Thank you for your five-star rating. We are always here to help.,"We're delighted your experience with us was positive. We're committed to delivering superior care to all our visitors. Your 5-star rating is appreciated and we're excited to serve you again in the future. Please note that due to HIPAA regulations, we cannot discuss medical information online.",,5,AbFvOqlNfzptPH5YnhlU4dSie04oEUk-bwZJlqwUl-alAbh6d44SAgCFMnq_XYfwT-FLYGdxdjgJaQ,2,"Nov 10, 2024, 11:46:18 AM",Nov 10 2024
,"Marnie, thanks for the five stars. Looking forward to your next visit.","""We greatly appreciate your 5-star rating, Marnie Aaron. Your feedback motivates us to maintain excellent service. We eagerly await your next visit to our marketplace. Your support is invaluable to us!""",,5,AbFvOqmrTrXnNl8It5rATcIsYVjjXcZEBaE2D4T9zQjRNfg07Sf7dXtwHF0gaMo0_4RwZVtdI4KFjw,4,"Nov 10, 2024, 11:46:12 AM",Nov 10 2024
Most trusted care around!,,"We're pleased you trust our care! Our team is devoted to delivering premium care to all patients. Should you need further assistance, feel free to contact us. We value your support!","Here is the <Google> Review <Most trusted care around!> with a <5> star rating from <Kevin Tiwari>.  Provide a reply to the review and rating received for the company <Monclova Road Pediatrics> in a <Sincere, enthusiastic> and calm tone using <we/our/us> point of View while replying.Take care of these Guidelines while drafting the response - <Never mention Dr.Gladieux, as he is not with the practice anymore  ,Note that we don’t take new patients that are not vaccinated -- but we don’t need to market that,When cropping images, be aware of cropping peoples faces out or parts of people. This is unprofessional. (See 9.16 post)>",5,AbFvOqnd5Amhw_Ehx08kUHBtZjcRxtmZIod91KCJKlosq-SSedRelksfY4C5pNAlcNmqqXJcGNwIpQ,2,"Nov 10, 2024, 11:46:05 AM",Nov 10 2024
"Great pizza. Fast service at a reasonable price. Ordered a salad, app, large pizza, 2 beers for $35!","Danielle, we're happy that you liked our pizza, appreciated our swift service, and found our prices fair. We're proud of our fresh, never-frozen crust that enhances our pizzas' flavor. Looking forward to your next visit soon.","Danielle, we're thrilled that you liked our pizza, appreciated our swift service, and found our prices fair. We're proud of our fresh, never-frozen crust that enhances our pizzas' flavor. We trust that our cozy, nostalgic ambiance added to your pleasant experience. We eagerly await your next visit to relish more of our traditional Italian dishes.",,5,AbFvOqmL0LiSyt1pTewrz2Jl-zIYrpnd21Z6qSM_8VzDfRsb4urYfX0KkT2cHXPFV9gWiBhUWMHk,4,"Nov 10, 2024, 11:45:55 AM",Nov 10 2024
Went here for my daughters birthday like we do every year.  Cook was entertaining food tasted great. Unfortunately one of thr parties that was with is ordered something for the kitchen it didn't arrive until everyone else was almost done with dinner. When his finally arrived  couple minutes later waitress came with boxes.  We never received the chop sticks we asked for nor did they sing to my daughter.  We felt very rushed this year and disappointed.,"Kat, we aim to make every visit special, particularly on occasions like birthdays. We regret the delay in service and the oversight in providing chopsticks and celebrating your daughter's birthday. We understand that these details matter. Your feedback is noted, and we will address it with our team. We hope for an opportunity to serve you better in the future.","We sincerely apologize for your recent experience, Kat. We strive to make every visit special, particularly on occasions like birthdays. We regret the delay in service and the oversight in providing chopsticks and celebrating your daughter's birthday. We realize these details matter. We are taking your feedback to heart and will address it with our team to improve future service. We hope for the opportunity to enhance your next visit.",,1,AbFvOqmxJbDyg5yBRf93AWNsbSHlogYLmAtgeZKHNhia5FbG5tgrfUYXc0udmHQE-qOoBHbzBLBqgA,4,"Nov 10, 2024, 11:45:45 AM",Nov 10 2024
Consistently delicious,,"We're thrilled, Carolyn, that you consistently enjoy our dishes! Providing an exceptional culinary experience is always our aim. We look forward to serving you again soon.","Here is the <Google> Review <Consistently delicious> with a <5> star rating from <Carolyn Ede>.  Provide a reply to the review and rating received for the company <Fuji Sushi & Steak House - Eau Claire> in a <Sincere, welcoming> and calm tone using <We/our/us> point of View while replying.Take care of these Guidelines while drafting the response - <Please do not post for any properties that they use disposable plates, cups, etc>",5,AbFvOqkiXgQSXNAqbeoDTNih4sIrDuljqfRfU2oIf5r3KbqFJ_E3pxo0AxHPGA9FxWfK-k0Qou96Wg,4,"Nov 10, 2024, 11:45:38 AM",Nov 10 2024
"The food is... *chefs kiss*.
Authentic Greek food, like my yiayia used to make.
Friendly staff, and amazing quality food.
Highly recommended.","Tasos, we're glad our food brought back memories of your yiayia's cooking! Our goal is to deliver authentic Greek cuisine in a welcoming environment, and we're happy we achieved it. Thanks for your recommendation. We look forward to hosting you again soon.","Tasos, we're thrilled our food brought back memories of your yiayia's cooking - the ultimate compliment! Our goal is to deliver authentic Greek cuisine in a welcoming environment, and we're glad we achieved it. Thank you for your glowing recommendation; we eagerly anticipate your return for another meal.",,5,AbFvOqmfkymWbBine8IwNIScuUxQFVD2Rv7DHAQ0V93PVoB9pE1Hd7sDUF7_t0C7RmaeK9qysQb5,4,"Nov 10, 2024, 11:45:31 AM",Nov 10 2024
"Tried the chicken souvlaki wrap. A bit slow, but good quality ingredients. Overall good value. Nice, clean interior.","It's pleasing that you loved the chicken souvlaki wrap, Dale! We understand your feedback about the wait time. We're glad you appreciated our cleanliness and value. Looking forward to your next visit.","We're delighted you loved the chicken souvlaki wrap, Dale! We're committed to using top-quality ingredients. We recognize the wait time and are persistently improving our service speed. We're glad you appreciated our cleanliness and value. We look forward to serving you again soon!",,4,AbFvOqkris89oVmn8UuhqZ7qo82ZybjA094rxQ6DjiAJ-DXOnGkn6jhV7fJ5gWMONY8Q9EZTOuFE,4,"Nov 10, 2024, 11:45:25 AM",Nov 10 2024
,,"We sincerely apologize for your recent experience, Leonardo. We aim to provide exceptional service and food, but unfortunately, we fell short in this instance. We've taken note of your concerns regarding pricing, portion size, side variety, accessibility, and parking. Rest assured, we'll address these issues for improvement. We look forward to the opportunity to provide you with a better experience in the future.","Here is the <Google> Review <> with a <1> star rating from <Leonardo Espinoza>.  Provide a reply to the review and rating received for the company <El Artesano Restaurant> in a <Sincere, casual> and calm tone using <we/our/us> point of View while replying.",1,AbFvOqlSdsfTlVP4f_HOKBaO3WaimG2RJcLzXIAzFbBlF-Dht66pJqYww5i1e61ZIjTm4TH0x_E-Dw,3,"Nov 10, 2024, 11:45:15 AM",Nov 10 2024
"Lenzini’s is our family’s #1 pizza place around! They are friendly, pizza is consistently delicious & they are always punctual with their timing! Thank you Lenzini’s!","Rachel, we're pleased to know our pizza is your family's favorite! Our team is deeply committed to consistently delivering delicious food. Looking forward to your next visit soon.","Rachel, we're thrilled to know our pizza is your family's favorite! Our team is deeply committed to consistently delivering delicious food. Your lovely words about our service have brightened our day. We eagerly look forward to serving you again soon!",,5,AbFvOqkrZHg6-QkBJ2_CVAS1J87GnzEuq-IBmgUH0I2FxHF-bplqRIiyGkPpaxZvjcqGJ3Xfelv0,4,"Nov 10, 2024, 11:31:27 AM",Nov 10 2024
Best affordable pizza in LA,"It's great you find our pizza to be the best affordable choice in LA, Kirk! See you again soon.","We're thrilled to know you find our pizza to be the best affordable choice in LA, Kirk! Our aim is to offer tasty food that's budget-friendly. We look forward to serving you another slice soon!",,5,AbFvOqlekCOwxmoorJA68jGhCqjHblosvI6psJ2wWqqoSTJjEQlzeVaWPTd0tDvXAzKza0Z677S8,4,"Nov 10, 2024, 11:31:22 AM",Nov 10 2024
"Very very very honest place to play pool. My player left her sticks by mistake Friday November 8th, 2024. Knowing that they were gone. Sure enough they were behind the bar. Can’t explain sigh of relief to know that we were in such an honest place away from home. Kelsey and Rebecca also are the best bartenders. Fast and efficient. Little heavy hand, but by you get your moneys worth.",,"We're relieved to know your player's sticks were found safe, Ronnie! Our dedication to honesty and integrity is what makes us proud. We're delighted Kelsey and Rebecca served you efficiently, ensuring everyone gets their money's worth. We look forward to seeing you soon, perhaps during Happy Hour for some excellent pool deals!","Here is the <Google> Review <Very very very honest place to play pool. My player left her sticks by mistake Friday November 8th, 2024. Knowing that they were gone. Sure enough they were behind the bar. Can’t explain sigh of relief to know that we were in such an honest place away from home. Kelsey and Rebecca also are the best bartenders. Fast and efficient. Little heavy hand, but by you get your moneys worth.> with a <5> star rating from <Ronnie Gillen>.  Provide a reply to the review and rating received for the company <Big Tyme Billiards> in a <Calm and Conversational> and calm tone using <We/Our/Us> point of View while replying.Take care of these Guidelines while drafting the response - <Remember that there is no age limit except after midnight. After 12am 17 or older,Happy Hour 12-6pm. Half price pool on all hourly tables & 9 Ft Tables – $3.25/Hr per Person 7 Ft Tables – $2.75/Hr per person,Night time rates: 6PM - 2:30AM : 9 Tables $5.50 an hour per person. & 7 Tables $4.50 an hour per person>",5,AbFvOqnmeLRqe7WGtUsU_GrGnPdeV5PlRbuZpKrL4u4m7EFBR4HXs6ResTGSIjTTkl5Xd4_E1aUpEQ,4,"Nov 10, 2024, 11:31:15 AM",Nov 10 2024
Pokey brimer is the best !!! I love my car !!! They have the best customer service and deals,"Shauna, we're pleased to know you're enjoying your car and our service. We're dedicated to offering the best deals and customer assistance. Feel free to reach out for any other needs.","Shauna, we're thrilled to know you're enjoying your car and our service. We're dedicated to offering the best deals and customer service. Keep in mind, we provide affordable maintenance and repair services. Feel free to reach out for any other needs. We're more than a ""buy here, pay here"" business, we're committed to serving you.",,5,AbFvOqnzRa8lYXvfuOsAJaQQeCjKcjGat922ecgOb-1A77mtjnIj67x7sNKC8VvGxyzAOUYKknfUFw,4,"Nov 10, 2024, 11:31:09 AM",Nov 10 2024
"Pokey brimer is assuredly a ""buy here and pay here dealership"". Awesome and fast customer service! I couldn't ask for a better first time car buying experience.","Rodarius, we're grateful to know you had a pleasant first-time car buying experience! Our team is dedicated to providing swift and efficient service. Enjoy your new vehicle, and don't hesitate to contact us if you need anything else.","Rodarius, we're delighted to know you had a gratifying first-time car buying experience! Our team is dedicated to providing swift and efficient service. We aim to build relationships, not just sell cars. Remember, we're here for any future maintenance or repairs at affordable rates. Enjoy your new vehicle, and don't hesitate to contact us if you need anything else!",,5,AbFvOqnRi7WORIksz3unhs1v48Vrp8oArw63hjcAR2VW65dsQhPIbNeSXOtq0xPIG__V2VAG5Fae0Q,4,"Nov 10, 2024, 11:31:03 AM",Nov 10 2024
"Everyone is polite and helpful. Always take you back on time , no long waits. Had shoulder surgery 3 months ago and nothing but good things to say about my experience with everyone at SpecOrtho.",,"We're pleased to learn that you had a positive experience at our clinic and appreciated our timely appointments. We're dedicated to providing thorough orthopaedic care and value your recognition. Rest assured, we're equipped to assist with sports medicine, knee, shoulder, and hand-wrist-elbow conditions. Our on-site x-ray and musculoskeletal MRI services underscore our commitment to prompt and convenient care. We anticipate continuing to offer you exceptional orthopaedic care.","Here is the <Google> Review <Everyone is polite and helpful. Always take you back on time , no long waits. Had shoulder surgery 3 months ago and nothing but good things to say about my experience with everyone at SpecOrtho.> with a <5> star rating from <Cam Hinson>.  Provide a reply to the review and rating received for the company <SpecOrtho> in a <Competent, inviting> and calm tone using <we/our/us> point of View while replying.Take care of these Guidelines while drafting the response - <Never promote services for spine or neck injuries. Do not use the term ""leader"" while describing Dr. Feltham.,Never promote hip treatment/joint replacements (we do offer this now) ,Always keep in mind we opt for the lesser-used spelling of “orthopedic” -- we use orthopaedic,Pull and showcase information from our service page and our blog posts ,Target professional athletes. student athletes, recreational athletes, and anyone looking for ortho help ,Never mention 6 years - Although they have been here for 6 years, the providers have over 25 years combined experience,On their site they have all of their services listed. They mentoined we are only focusing on sports but they offer so much. We’d like content created around their other offerings not just sports. ,Need it to reflect a range of what we offer here in our office. It should be about: The office,  Highlight patient reviews,  Athletes/sports medicine, Shoulder, Knee, Hand, Wrist, Elbow, and Knee and or Shoulder.,The customer wants eight monthly posts covering various aspects of their business: one about the office, one highlighting reviews, and the remaining focusing on treatments for athletes, knee issues, shoulder problems, and  hand-wrist-elbow conditions,Mention that our on-site, radiological services which include x-ray and musculoskeletal MRI ensures that our patients receive swift and convenient care. We are not a therapy clinic. It is no longer Just Dr Feltham here we have other partners now as well so need to shift the focus.  Once can use info from our about us page on our website that maybe you can use to create new post >",5,AbFvOqmSFNfzLksZedQn-sYc_D4tR_bIVaJperKPG8BtpHSGu5n1sYoIimkkC3d7b2x_-mwvbxs4bA,2,"Nov 10, 2024, 11:30:52 AM",Nov 10 2024
"The New York style and the Buffalo chicken pizza's were great, but the cheese breadsticks were the best I've ever had. Will be a regular customer!!","We're delighted to know you enjoyed our New York-style and Buffalo chicken pizzas, Paul! Your praise for our cheese breadsticks as the best you've ever had has truly made our day. We can't wait for you to visit us again.","We're delighted to know you relished our New York style and Buffalo chicken pizzas, Paul! Your praise for our cheese breadsticks as the best you've ever had has truly made our day. We eagerly await your regular visits!",,5,AbFvOqnpiIAz5UydtdYg5m5pPCljSn_KbMIz_5OWD_papjNt_BR3cwUo79V5HEE6RFpxhGQFKdIQlw,4,"Nov 10, 2024, 11:30:47 AM",Nov 10 2024
"We order from here all the time, the deals, the quality, the service it makes this place well worth it","Lanai, we're thrilled to know you're a regular at our pizzeria and appreciate our deals, quality, and service. Your satisfaction is our priority. Can't wait to serve you again soon.","Lanai, we're thrilled to know you're a regular at our pizzeria and appreciate our deals, quality, and service. Your satisfaction is our priority! We promise to uphold these standards for all your future orders. Can't wait to serve you again soon!",,5,AbFvOqnE0LsVLo7yFb9htaVnibVt_AUpiaK1osuGjvNi4uCO51w_IX8LF1INj3XbxbPS0qzsJjrKGw,4,"Nov 10, 2024, 11:30:41 AM",Nov 10 2024
